Simulation Total Time;31055;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;;;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;413;141;1;141;29.494.138;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1186;0;;;;;;
Simulation Total Time;30550;;;;;;;;;
Total Number of Sensed Events by the WSN;977;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;977;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;409;551;1533;551;1;142;28.977.578;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;978;1124;2099;1124;1;146;26960.43;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;974;1121;2094;1121;0;147;26.460.538;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;412;558;1533;558;0;146;26977.41;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;261;409;1235;409;0;148;25.982.774;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;286;436;2163;436;0;150;24.976.564;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;265;417;2140;417;0;152;23.977.158;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;264;412;1236;412;0;148;25.982.696;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;129;274;834;274;1;145;27488.42;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;149;296;1140;296;0;147;26.486.056;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;139;287;1113;287;0;148;25.986.434;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;119;266;818;266;1;147;26.488.708;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;423;140;1;140;29.952.034;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;149;546;149;0;149;25.493.154;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;561;145;0;145;27.493.154;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;411;139;1;139;30.494.198;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1159;0;;;;;;
Simulation Total Time;30098;;;;;;;;;
Total Number of Sensed Events by the WSN;995;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;995;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;432;579;1591;579;1;147;26.454.186;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1011;1159;2113;1159;0;148;25.958.502;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;987;1130;2147;1130;0;143;28.460.004;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;409;549;1539;549;1;140;29977.59;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;286;432;1306;432;1;146;26.981.796;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;295;441;2327;441;0;146;26.975.454;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;290;441;2171;441;0;151;24.476.396;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;260;409;1227;409;0;149;25.482.828;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;138;286;863;286;1;148;25.987.958;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;144;295;1130;295;0;151;24486.14;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;135;290;1072;290;1;155;22.486.608;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;137;281;836;281;1;144;27988.24;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;143;435;143;1;143;28.493.958;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;149;580;149;0;149;25.370.981.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;149;566;149;0;149;25.493.028;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;430;141;1;141;29.494.036;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1149;0;;;;;;
Simulation Total Time;30976;;;;;;;;;
Total Number of Sensed Events by the WSN;924;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;924;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;406;552;1424;552;0;146;26.978.214;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;864;1017;1848;1017;0;153;23.447.503.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;947;1094;1964;1094;0;147;26461.96;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;410;551;1504;551;1;141;29.477.752;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;265;410;1255;410;0;145;27.482.636;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;292;437;2128;437;1;145;27.323.581.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;262;409;2192;409;0;147;26.477.032;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;263;410;1210;410;0;147;26482.9;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;133;276;835;276;1;143;28.292.122;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;147;292;1119;292;0;145;27.486.284;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;142;283;1114;283;0;141;29.486.524;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;126;271;805;271;0;145;27.488.666;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;423;140;1;140;29.994.102;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;147;540;147;0;147;26.493.238;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;142;562;142;1;142;28993.22;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;413;139;1;139;30.494.186;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1133;0;;;;;;
Simulation Total Time;30789;;;;;;;;;
Total Number of Sensed Events by the WSN;992;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;992;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;402;545;1520;545;1;143;28477.8;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;979;1120;2116;1120;1;141;29.460.424;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;994;1137;2112;1137;1;143;28460.04;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;428;567;1565;567;1;139;30.477.002;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;252;402;1214;402;0;150;24.983.068;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;280;434;2110;434;0;154;22.975.641.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;284;435;2193;435;0;151;24.476.408;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;281;428;1269;428;1;147;26.482.114;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;145;289;837;289;1;144;27.988.042;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;140;290;1115;290;0;150;24986.35;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;138;288;1137;288;1;150;24.986.266;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;133;281;848;281;0;148;25.988.174;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;145;435;145;1;145;27493.91;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;147;578;147;0;147;26.493.004;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;147;570;147;0;147;26.361.017.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;143;428;143;0;143;28494;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1169;0;;;;;;
Simulation Total Time;31603;;;;;;;;;
Total Number of Sensed Events by the WSN;971;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;971;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;424;572;1570;572;0;148;25.976.852;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;998;1146;2086;1146;0;148;25.959.986;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;970;1115;2116;1115;1;145;27.460.544;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;402;545;1517;545;1;143;28.383.272.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;276;424;1274;424;0;148;25982.18;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;276;426;2217;426;1;150;24.976.474;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;283;430;2214;430;1;147;26.476.396;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;255;402;1218;402;0;147;26.483.044;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;142;288;842;288;1;146;26.988.036;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;125;276;1080;276;1;151;24.486.896;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;134;283;1076;283;1;149;25.486.752;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;126;270;812;270;0;144;27.934.218;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;144;431;144;0;144;27.993.958;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;143;564;143;0;143;28.493.184;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;144;553;144;0;144;27.993.232;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;137;414;137;1;137;31.223.409.333;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1169;0;;;;;;
Simulation Total Time;31021;;;;;;;;;
Total Number of Sensed Events by the WSN;994;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;994;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;406;552;1522;552;1;146;26977.62;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;969;1116;2050;1116;1;147;26.460.916;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;957;1102;2073;1102;0;145;27.455.704.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;412;555;1514;555;0;143;28.477.596;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;257;406;1219;406;0;149;25.482.942;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;271;419;2203;419;0;148;25.976.726;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;259;411;2013;411;0;152;23.978.064;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;282;420;1248;420;1;138;30.982.432;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;141;284;818;284;0;143;28.469.425.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;123;271;1081;271;1;148;25987.01;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;131;279;1088;279;0;148;25.986.776;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;137;282;825;282;0;145;27.488.288;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;141;425;141;0;141;29.494.066;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;141;555;141;1;141;29.473.762;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;143;557;143;0;143;28.493.226;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;143;425;143;1;143;28.384.006;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1165;0;;;;;;
Simulation Total Time;32516;;;;;;;;;
Total Number of Sensed Events by the WSN;1015;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1015;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;414;549;1529;549;1;135;32.393.216.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;974;1115;2137;1115;1;141;29.448.139.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;1021;1163;2131;1163;1;142;28.959.302;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;438;582;1598;582;0;144;27976.45;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;272;414;1244;414;1;142;28982.6;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;285;434;2119;434;0;149;25476.87;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;294;439;2318;439;0;145;27.475.562;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;293;438;1314;438;0;145;27.481.604;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;129;272;828;272;0;143;28488.51;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;133;285;1080;285;1;152;23986.68;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;142;294;1110;294;1;152;23.986.284;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;149;293;881;293;0;144;27.987.682;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;419;140;1;140;29.994.126;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;147;551;147;1;147;26.493.166;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;149;585;149;1;149;25.492.914;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;149;434;149;0;149;25493.82;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1215;0;;;;;;
Simulation Total Time;29709;;;;;;;;;
Total Number of Sensed Events by the WSN;1006;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1006;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;418;566;1525;566;0;148;25.977.266;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;974;1118;2107;1118;1;144;27.860.842;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;988;1133;2101;1133;1;145;27.379.400.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;426;567;1559;567;1;141;29.468.346;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;266;418;1231;418;0;152;23.982.588;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;255;408;2120;408;0;153;23.477.494;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;288;433;2255;433;1;145;27.476.078;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;280;426;1262;426;1;146;26.982.204;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;125;276;808;276;1;151;24.488.528;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;114;265;1065;265;0;151;24487.25;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;141;288;1114;288;0;147;26486.41;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;132;280;838;280;0;148;25.988.258;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;142;418;142;1;142;28.994.084;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;142;551;142;0;142;28.973.095.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;144;558;144;0;144;27.993.196;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;141;424;141;0;141;29.494.072;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1140;0;;;;;;
Simulation Total Time;30021;;;;;;;;;
Total Number of Sensed Events by the WSN;1004;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1004;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;420;562;1542;562;0;142;28977.26;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;980;1122;2101;1122;0;142;28.824.155.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;977;1121;2091;1121;0;144;27.946.185.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;427;567;1548;567;1;140;29.977.104;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;274;420;1248;420;0;146;26.982.432;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;270;418;2193;418;0;148;25.976.816;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;281;427;2183;427;0;146;26976.66;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;285;427;1278;427;0;142;28982.09;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;125;274;803;274;0;149;25.488.612;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;116;270;1044;270;0;154;22.987.256;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;128;281;1050;281;0;153;23.486.962;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;143;285;851;285;0;142;28.988.054;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;141;417;141;1;141;29.494.114;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;143;553;143;0;143;28493.25;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;559;145;1;145;27.493.166;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;143;430;143;1;143;28.493.988;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1105;0;;;;;;
Simulation Total Time;29495;;;;;;;;;
Total Number of Sensed Events by the WSN;1023;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1023;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;439;580;1599;580;1;141;29.476.486;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1017;1160;2156;1160;1;143;28.312.408;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;994;1139;2148;1139;1;145;27.459.776;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;429;576;1568;576;0;147;26.476.768;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;292;439;1302;439;0;147;26.481.652;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;290;440;2226;440;0;150;24976.09;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;267;418;2247;418;0;151;24.476.492;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;278;429;1264;429;0;151;24482.12;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;148;293;884;293;0;145;27.487.664;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;150;297;1149;297;1;147;26.485.978;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;117;267;1098;267;0;151;24.487.004;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;129;279;825;279;0;150;24.876.118;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;148;441;148;1;148;25.993.802;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;150;554;150;0;150;24.993.082;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;141;559;141;0;141;29.493.262;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;142;420;142;0;142;28.994.078;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1143;0;;;;;;
Simulation Total Time;30024;;;;;;;;;
Total Number of Sensed Events by the WSN;975;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;975;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;423;564;1509;564;1;141;29477.41;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;940;1086;2067;1086;1;146;26.961.534;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;980;1127;2056;1127;1;147;26.438.205.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;416;556;1543;556;0;140;29.977.398;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;281;423;1271;423;0;142;28.982.228;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;280;427;2173;427;0;147;26.476.714;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;283;434;2180;434;0;151;24476.51;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;268;416;1244;416;0;148;25.982.558;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;138;281;836;281;1;143;28488.24;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;129;280;1068;280;0;151;24.486.878;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;131;283;1091;283;0;152;23.986.668;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;134;280;833;280;1;146;26.988.282;
