Simulation Total Time;7167356
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;209150;54000;0;13934;6677342,666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;216028;53996;0;13963;6672509,357334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;216438;54112;1;13947;6675175,328
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;216558;54269;0;13975;6670507,719334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;209169;54046;1;14053;6657509,057334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;150584;48302;1;12752;6874376,854667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;112449;36190;0;12621;6896282,86
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;155324;40072;0;13914;6680759,568
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;160344;40045;0;13929;6678259,73
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;160629;40165;1;13964;6672425,676667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;160429;40294;0;14093;6650924,902667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;154908;40035;0;13997;6666926,456667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;111295;35621;0;12664;6889119,607333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;73374;23600;0;12575;6904025,066667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;101078;26158;1;14035;6660676,385333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;104355;26116;1;14050;6658176,637333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;104758;26201;1;13968;6671842,794
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;104710;26245;0;14026;6662175,863333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;100525;26038;1;14014;6664177,105333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;72284;23088;1;12463;6922694,805333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;36172;11362;1;11362;7106265,161333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;49670;12572;1;12572;6904591,234667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;51325;12509;1;12509;6915091,612667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;51309;12637;0;12637;6893757,511333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;51292;12643;0;12643;6892757,475333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;49301;12473;1;12473;6921091,828667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;35561;10997;1;10997;7167100,684667
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;270051;0
