Simulation Total Time;663027
Total Number of Sensed Events by the WSN;23089
Number of Sensed Events by the WSN per Day
1;3132
2;3180
3;3101
4;3091
5;3085
6;3046
7;3151
8;1303
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node0;0;13203;4483;0;537;660192,019547
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node1;0;22542;9257;0;674;657033,639032
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node2;0;45984;13958;0;694;653923,556084
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node3;0;32061;32720;0;660;641511,012537
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node4;0;46589;14505;0;637;653561,673584
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node5;0;23621;9768;0;653;656695,573216
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node6;0;14099;4999;0;669;659850,644605
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node7;0;11923;3949;0;662;660545,299895
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node8;0;20721;4152;0;735;660410,996195
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node9;0;25693;4098;0;719;660446,721711
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node10;0;44504;4204;0;694;660376,595526
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node11;0;26360;4176;0;685;660395,119547
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node12;0;21741;4160;0;694;660405,704305
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node13;0;12776;4331;0;713;660292,576832
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node14;0;10002;3292;0;658;660979,957611
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node15;0;13497;3418;0;745;660896,595079
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node16;0;13723;3381;0;686;660921,074511
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node17;0;13895;3512;0;695;660834,408521
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node18;0;13955;3493;0;694;660846,9783
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node19;0;14041;3468;0;701;660863,517063
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node20;0;10772;3621;0;647;660762,298595
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node21;0;7935;2638;0;672;661412,630321
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node22;0;10729;2677;0;701;661386,826484
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node23;0;10952;2696;0;623;661374,256989
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node24;0;11179;2821;0;652;661291,559826
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node25;0;11207;2802;0;679;661304,128926
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node26;0;11339;2770;0;677;661325,298932
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node27;0;8647;2976;0;720;661189,016495
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node28;0;5903;1966;0;678;661857,211674
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node29;0;8042;1977;0;651;661849,932142
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node30;0;8247;2073;0;669;661786,420074
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node31;0;8473;2169;0;714;661722,907153
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node32;0;8464;2124;0;725;661752,678758
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node33;0;8558;2094;0;688;661772,526363
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node34;0;6658;2258;0;670;661664,030668
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node35;0;3923;1291;0;661;662303,777463
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node36;0;5323;1327;0;678;662279,958111
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node37;0;5571;1406;0;690;662227,692774
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node38;0;5708;1455;0;721;662195,274742
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node39;0;5681;1399;0;703;662232,323574
