Simulation Total Time;632814
Total Number of Sensed Events by the WSN;22452
Number of Sensed Events by the WSN per Day
1;3205
2;3219
3;3266
4;3236
5;3190
6;3161
7;3129
8;46
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node0;0;14589;4730;0;448;620711,045482
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node1;0;25787;10307;0;534;612558,094555
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node2;0;37013;16014;0;601;606205,016099
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node3;0;68290;21601;0;573;608852,058326
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node4;0;46702;47262;0;560;610057,966179
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node5;0;66914;20201;0;549;611127,144026
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node6;0;34410;14755;0;546;611416,802561
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node7;0;23429;9249;0;575;608674,942221
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node8;0;12794;3868;0;323;632554,013361
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node9;0;13517;4282;0;538;612185,174881
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node10;0;24100;5051;0;617;604700,190705
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node11;0;30450;5129;0;657;600910,638688
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node12;0;35816;5014;0;679;598826,542341
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node13;0;61152;4901;0;671;599584,550284
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node14;0;34252;4897;0;642;602331,922722
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node15;0;28790;4960;0;654;601195,018048
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node16;0;21765;4907;0;673;599395,070565
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node17;0;11851;3545;0;462;619385,911528
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node18;0;11900;3744;0;557;610385,712966
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node19;0;16968;4434;0;664;600248,176386
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node20;0;17692;4472;0;674;599300,769507
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node21;0;17420;4343;0;647;601858,793013
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node22;0;17105;4239;0;633;603185,212563
