Simulation Total Time;598068
Total Number of Sensed Events by the WSN;21141
Number of Sensed Events by the WSN per Day
1;3263
2;3264
3;3233
4;3269
5;3209
6;3281
7;1622
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;24753;7845;0;722;594750,046434
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;44052;17630;0;925;575508,678366
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;63521;27347;0;942;573888,430959
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;120645;37115;0;946;573499,711478
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;83531;84476;0;946;573452,330536
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;121029;37463;0;910;576909,889647
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;64219;27645;0;889;578909,185465
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;44474;17790;1;946;573519,044615
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;24904;7841;1;727;594276,366225
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;22910;7123;0;921;575898,137159
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;40663;8881;0;1156;553633,220524
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;52271;8795;1;1171;552212,253928
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;62091;8830;0;1177;551643,797861
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;108817;8968;0;1204;549085,765066
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;62745;8913;0;1186;550791,083247
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;52977;8966;0;1195;549938,398646
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;41085;9034;0;1199;549559,383249
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;23007;7114;0;951;573056,040899
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;20151;6203;0;904;577509,583862
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;29083;7729;0;1146;554581,74143
