Simulation Total Time;22973052
Total Number of Sensed Events by the WSN;259878
Number of Sensed Events by the WSN per Day
1;40558
2;40551
3;40620
4;40662
5;40540
6;20212
7;11913
8;11858
9;11295
10;1669
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;38030;41920;115870;44727;41920;0;6697;1612770,461724
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69935;76537;183957;76596;76537;0;6661;849190,953525
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104605;111220;255980;111225;111220;1;6620;834256,156309
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;142072;148219;142072;148656;148219;0;6584;831135,401054
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180852;187503;180852;0;0;0;6651;809226,870879
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162804;169451;162804;0;0;1;6647;810210,509511
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123127;129728;123127;129728;129728;0;6601;797796,479237
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85946;92392;222288;92581;92392;0;6635;800790,941416
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55978;61664;154385;62650;61664;0;6672;844632,61454
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26877;30880;92640;33582;30880;0;6705;1509986,18162
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32569;39274;110454;39274;39274;1;6705;829129,226516
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24108;30812;174501;30812;30812;1;6704;461698,158854
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24084;30787;200716;30787;30787;1;6703;457979,928664
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24152;30852;239969;30852;30852;1;6700;461652,538975
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25933;32633;91041;32633;32633;0;6700;458749,457787
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26376;33076;91423;33076;33076;1;6700;470833,970044
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24033;30735;221370;30735;30735;1;6702;459971,436345
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24192;30896;181913;30896;30896;1;6704;459433,552733
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24216;30924;113759;30924;30924;0;6708;452826,982465
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;23279;29990;88427;29990;29990;0;6711;819123,291225
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28204;34915;97672;34915;34915;1;6711;827966,244405
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21132;27844;118171;27844;27844;1;6712;461813,634071
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21115;27827;111082;27827;27827;0;6712;463947,495933
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21181;27893;111078;27893;27893;1;6712;462046,763536
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20963;27590;112871;27675;27590;0;6712;461183,417586
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21343;28055;113276;28055;28055;0;6712;470649,361967
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20958;27670;110970;27670;27670;1;6712;459931,690882
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20961;27673;111109;27673;27673;1;6712;459161,065757
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21355;27679;95447;28067;27679;1;6712;462640,580034
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20180;26740;81707;26894;26740;0;6714;887307,729708
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23838;30554;85694;30554;30554;1;6716;828459,471386
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17900;24617;104303;24617;24617;1;6717;460084,69665
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17842;24558;98591;24558;24558;1;6716;459137,577395
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18008;24724;98605;24724;24724;1;6716;462057,61235
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17941;24496;98658;24657;24496;1;6716;470055,213298
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18258;24856;98948;24974;24856;0;6716;483954,385595
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17790;24507;98378;24507;24507;1;6717;459388,081252
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17760;24476;98349;24476;24476;1;6716;459065,282958
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;18196;24874;85018;24913;24874;0;6717;465144,354579
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16932;23650;72319;23650;23650;1;6718;833803,372545
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19441;26162;73726;26162;26162;1;6721;828993,178418
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14626;21347;90388;21347;21347;1;6721;455070,081213
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14703;21423;85655;21423;21423;1;6720;457669,191791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14777;21497;85846;21497;21497;1;6720;462132,271438
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14687;21407;86180;21407;21407;1;6720;467094,836012
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;15078;21729;86223;21798;21729;0;6720;492397,755625
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14538;21258;85610;21258;21258;1;6720;460740,060708
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14535;21256;85482;21256;21256;1;6721;453827,240815
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;15070;21719;74431;21791;21719;0;6721;469882,20469
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13790;20512;62819;20512;20512;1;6722;819308,703608
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15098;21824;61793;21825;21824;0;6727;821756,459252
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11461;18186;76349;18186;18186;1;6725;454911,427673
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11529;18253;72948;18253;18253;1;6724;458456,187627
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11568;18292;73081;18292;18292;1;6724;463011,276102
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11504;18228;73315;18228;18228;0;6724;487489,036071
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11887;18584;73474;18611;18584;0;6724;510784,414667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11324;18049;72291;18049;18049;0;6725;459429,023085
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11232;17957;71954;17957;17957;1;6725;453481,382605
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11837;18542;63656;18562;18542;0;6725;481366,679098
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10652;17378;53333;17378;17378;1;6726;819396,431607
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10804;17487;49961;17536;17487;0;6732;833110,801987
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8195;14924;62527;14924;14924;1;6729;455470,475463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8318;15047;60058;15047;15047;1;6729;457332,023101
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8375;15103;60237;15103;15103;1;6728;462800,987462
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8342;15070;60361;15071;15070;0;6729;466451,423064
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8671;15399;60765;15399;15399;0;6728;532005,164047
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8178;14863;59631;14907;14863;0;6729;460735,16971
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8304;14649;59893;15032;14649;0;6728;467022,34921
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8488;15217;59802;15217;15217;1;6729;472873,63544
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7529;14259;43690;14259;14259;1;6730;819230,011461
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6573;13212;38226;13310;13212;0;6737;861181,221227
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5024;11758;42992;11758;11758;0;6734;454878,110007
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5045;11778;47227;11778;11778;1;6733;463149,149276
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5094;11827;47318;11827;11827;1;6733;462051,98121
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5155;11869;47502;11888;11869;0;6733;472471,729772
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5443;12175;47974;12176;12175;0;6733;496574,223283
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5041;11653;47218;11774;11653;0;6733;465828,864535
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5160;11870;47370;11893;11870;1;6733;487719,587398
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5215;11949;46917;11949;11949;1;6734;459244,913742
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4360;11095;34141;11095;11095;1;6735;818616,753863
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2189;8932;26090;8932;8932;0;6743;850866,40802
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2078;8536;29906;8818;8536;0;6740;487635,689896
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;1854;8594;32620;8595;8594;0;6741;457080,165636
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1808;8549;32734;8549;8549;0;6741;461401,032733
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1887;8627;32912;8628;8627;0;6741;468124,401807
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2276;8913;33770;9016;8913;0;6740;507683,954362
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;1924;8515;33196;8664;8515;0;6740;483425,024922
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1874;8615;33041;8615;8615;0;6741;472316,345984
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1971;8712;28711;8712;8712;0;6741;458535,067657
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1191;7933;23648;7933;7933;0;6742;818239,853408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3963;15673;6744;3963;0;6744;1519553,372238
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4020;19534;6741;4020;0;6741;853136,902192
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;3796;22048;6741;3796;1;6741;822445,789337
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3795;22031;6741;3795;1;6741;835416,602203
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3793;22110;6741;3793;0;6741;854258,2456
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4302;22498;6741;4302;0;6741;892924,295063
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;3996;22146;6741;3996;0;6741;858145,109029
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3832;22097;6741;3832;1;6741;862764,541272
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3908;19179;6741;3908;0;6741;811560,128046
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;3842;14674;6743;3842;0;6743;1572705,321944
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;11365898;0
Simulation Total Time;23371700
Total Number of Sensed Events by the WSN;261117
Number of Sensed Events by the WSN per Day
1;40673
2;40624
3;40539
4;40516
5;40668
6;20354
7;11940
8;11812
9;11752
10;2239
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37766;41539;115468;44463;41539;0;6697;1632106,630639
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69723;75777;182662;76384;75777;0;6661;815124,989777
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103583;109862;253640;110204;109862;0;6621;799047,588834
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140731;147317;140731;147317;147317;0;6586;792964,811334
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180359;187010;180359;0;0;1;6651;815673,774943
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161791;168438;161791;0;0;1;6647;804913,74769
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122801;129402;122802;129402;129402;1;6601;793649,111876
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85551;92186;221547;92187;92186;0;6636;792176,718022
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55366;61245;153365;62039;61245;0;6673;813102,138525
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26468;30267;91654;33173;30267;1;6705;1588457,121683
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32378;39083;107310;39084;39083;0;6706;819835,007015
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24215;30919;173958;30919;30919;1;6704;473378,280402
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23844;30546;199536;30546;30546;1;6702;462606,123556
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24169;30869;238739;30869;30869;1;6700;464342,486814
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;26343;33042;91229;33042;33042;1;6699;466420,189175
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;25689;32389;91008;32389;32389;1;6700;454922,151041
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23913;30615;220362;30615;30615;1;6702;460536,324031
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24200;30905;181332;30905;30905;1;6705;463543,063276
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24204;30911;114511;30911;30911;0;6707;459810,159785
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22904;29615;90577;29615;29615;1;6711;819545,607234
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28077;34782;97474;34788;34782;0;6711;843417,102213
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21232;27944;117954;27944;27944;1;6712;473250,317949
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20831;27543;109960;27544;27543;0;6713;456174,252389
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21122;27834;111069;27834;27834;1;6712;463823,418756
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;21259;27971;112961;27971;27971;1;6712;465493,617224
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;20638;27351;110536;27351;27351;0;6713;446133,168744
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20953;27666;110009;27666;27666;1;6713;460515,977116
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20907;27619;110665;27619;27619;1;6712;463795,25935
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20966;27679;109460;27679;27679;1;6713;458124,341307
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19779;26493;80628;26493;26493;1;6714;820250,261869
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23730;30446;85597;30446;30446;1;6716;821540,335977
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17987;24703;104389;24703;24703;1;6716;473693,25359
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17823;24312;98027;24539;24312;0;6716;460465,098329
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17969;24685;98583;24685;24685;1;6716;461561,062855
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;18018;24734;98919;24734;24734;1;6716;466205,635269
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18012;24051;97982;24726;24051;0;6714;497468,772699
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17708;24424;98002;24424;24424;1;6716;462039,192313
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17699;24415;97650;24415;24415;1;6716;464333,358358
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17720;24437;96589;24437;24437;1;6717;453712,092648
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16615;23334;71056;23334;23334;0;6719;803421,052568
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19385;26106;73697;26106;26106;1;6721;821961,105667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14739;21460;90563;21460;21460;1;6721;472173,104187
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14726;21278;85622;21446;21278;0;6720;497468,152194
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14756;21476;85839;21476;21476;1;6720;461419,861903
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14817;21537;86002;21537;21537;1;6720;466260,05902
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14753;21473;85739;21473;21473;1;6720;460118,267368
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14474;21195;85037;21195;21195;1;6721;452576,427558
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14450;21170;84735;21170;21170;1;6720;458497,771383
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14439;21161;72815;21161;21161;0;6722;452101,49305
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13642;20255;61596;20365;20255;0;6723;808170,208739
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15064;21791;61731;21791;21791;0;6727;809621,190365
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11583;18308;76510;18308;18308;1;6725;472845,600503
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11423;18147;72864;18147;18147;1;6724;465972,793317
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11447;18171;72939;18171;18171;1;6724;462136,34664
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11595;18319;73090;18319;18319;1;6724;466327,938408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11557;18281;72823;18281;18281;1;6724;457162,444797
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11245;17970;72220;17970;17970;1;6725;452545,748076
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11239;17964;71430;17964;17964;0;6725;448515,563319
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11585;17955;62292;18310;17955;0;6725;462478,072887
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10600;17101;52870;17327;17101;1;6727;820752,053195
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10839;17406;50022;17571;17406;0;6732;822858,804909
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8383;15112;62659;15112;15112;1;6729;472634,477896
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8210;14938;59911;14939;14938;0;6729;463971,150927
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8268;14997;59648;14997;14997;0;6729;458731,080359
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8372;15101;60243;15101;15101;1;6729;465505,955084
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8332;15060;59850;15061;15060;0;6729;455227,806176
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8051;14780;59372;14780;14780;0;6729;451578,545793
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8178;14725;59033;14907;14725;0;6729;453999,10467
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8453;14996;52331;15182;14996;0;6729;478306,802145
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7465;14195;43504;14195;14195;0;6730;819230,451854
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6491;13119;38354;13228;13119;1;6737;861175,385525
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5108;11841;48868;11841;11841;1;6733;473539,820316
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5165;11724;47208;11898;11724;0;6733;478742,459992
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5032;11639;47120;11765;11639;1;6733;465101,661638
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5133;11866;47354;11866;11866;1;6733;466172,194892
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5171;11868;47267;11904;11868;1;6733;458283,750012
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5038;11596;46948;11771;11596;0;6733;459794,243569
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5001;11562;47069;11734;11562;0;6733;465087,621024
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5308;11955;41811;12041;11955;0;6733;493367,44979
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4260;10995;34127;10995;10995;1;6735;817751,425869
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2199;8942;25802;8942;8942;0;6743;838378,472894
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1889;8630;29735;8630;8630;0;6741;472009,589662
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2188;8663;33308;8928;8663;1;6740;512054,868773
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1872;8514;32778;8613;8514;1;6741;471529,348687
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1843;8584;32931;8584;8584;0;6741;465438,527399
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2145;8695;33239;8885;8695;1;6740;482341,597633
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2010;8596;33270;8750;8596;1;6740;485218,983716
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1819;8560;32561;8560;8560;0;6741;458050,16655
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;2100;8841;29264;8841;8841;0;6741;488899,581934
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1149;7890;23678;7891;7890;0;6742;815005,944923
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3945;15683;6744;3945;0;6744;1511364,360575
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3884;19139;6741;3884;1;6741;814853,878318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4167;22410;6741;4167;0;6741;907921,345063
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3826;22095;6741;3826;0;6741;844427,278529
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3811;22066;6741;3811;1;6741;841712,451823
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4027;22367;6741;4027;0;6741;867808,433231
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4054;22232;6741;4054;0;6741;865472,315
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3764;21912;6741;3764;0;6741;813779,49274
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3959;19623;6741;3959;0;6741;849736,619535
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;3870;14632;6743;3870;0;6743;1557903,405939
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;10976952;0
Simulation Total Time;21931044
Total Number of Sensed Events by the WSN;260788
Number of Sensed Events by the WSN per Day
1;40568
2;40521
3;40634
4;40597
5;40448
6;20037
7;11783
8;11799
9;11859
10;2542
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37020;41058;114042;43719;41058;0;6699;1419117,768353
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69116;75703;182074;75778;75703;1;6662;835235,719564
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103518;109945;253645;110139;109945;0;6621;820856,12925
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140796;147381;140796;147382;147381;0;6586;793884,425523
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179936;186587;179937;0;0;1;6651;814098,280075
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162101;168748;162102;0;0;1;6647;810536,874404
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123186;129787;123187;129787;129787;0;6601;798899,652425
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85462;92088;221931;92098;92088;0;6636;799071,928998
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;54929;61165;152848;61603;61165;0;6674;806519,534707
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26340;29803;91063;33045;29803;1;6705;1543295,939735
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;31557;38263;105685;38264;38263;0;6707;791054,026532
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24173;30877;172534;30877;30877;1;6704;462678,765441
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23857;30559;176341;30560;30559;0;6703;455457,967738
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24151;30851;213186;30851;30851;0;6700;457410,051994
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25855;32555;90675;32555;32555;1;6700;455205,104696
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;25614;32314;89975;32315;32314;0;6701;449953,618934
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24396;31098;198346;31099;31098;0;6703;467915,034609
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24274;30979;161240;30979;30979;0;6705;461627,852547
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24239;30947;149707;30947;30947;1;6708;463482,841927
