Simulation Total Time;22973052
Total Number of Sensed Events by the WSN;259878
Number of Sensed Events by the WSN per Day
1;40558
2;40551
3;40620
4;40662
5;40540
6;20212
7;11913
8;11858
9;11295
10;1669
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22750;29460;90376;29460;29460;1;6710;820298,602127
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27362;33949;95816;34074;33949;0;6712;794739,649527
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21219;27932;103331;27932;27932;0;6713;462051,914039
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20973;27584;110810;27685;27584;0;6712;457981,506193
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21351;27860;110901;28063;27860;1;6712;471932,908696
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20797;27509;112584;27509;27509;1;6712;454824,70805
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21000;27318;112242;27711;27318;0;6711;464430,222701
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21291;27967;111515;28003;27967;0;6712;473131,445676
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21177;27689;111313;27889;27689;0;6712;474655,585733
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20952;27665;109723;27665;27665;1;6713;464311,127963
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19669;26383;80309;26384;26383;0;6715;812684,628041
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23514;29620;84655;30230;29620;0;6716;866605,733522
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17936;24636;91905;24652;24636;0;6716;471149,696228
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17929;24544;98434;24645;24544;0;6716;460580,335835
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18140;24856;98589;24856;24856;1;6716;471775,728179
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17538;24255;97534;24255;24255;0;6717;453351,640378
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17813;24529;98161;24529;24529;1;6716;457183,698498
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18131;24818;98912;24847;24818;0;6716;481315,571435
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;18008;24666;98847;24724;24666;0;6716;482995,774324
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17786;24503;97146;24503;24503;1;6717;461957,631267
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16767;23238;71182;23485;23238;1;6718;872977,052318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19207;25928;73231;25929;25928;0;6722;811196,717223
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14748;21469;90382;21469;21469;1;6721;463458,212367
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14837;21386;86007;21557;21386;0;6720;468189,560791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14906;21626;86299;21626;21626;1;6720;471071,30272
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14679;21054;85318;21399;21054;1;6720;462850,321154
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14627;21348;85255;21348;21348;0;6721;456288,145191
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14944;21664;86275;21664;21664;1;6720;478738,510135
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14912;21608;86040;21632;21608;1;6720;497470,749463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14550;21271;72752;21272;21271;0;6722;450400,155808
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13573;20295;61857;20295;20295;1;6722;829676,670048
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;14967;21533;61589;21694;21533;0;6727;817358,415503
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11519;18244;76611;18244;18244;1;6725;463409,181861
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11692;18285;73553;18416;18285;0;6724;482907,161539
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11763;18487;73423;18487;18487;1;6724;471581,237248
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11457;18152;73280;18181;18152;0;6724;482696,045657
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11659;18020;73090;18383;18020;0;6724;465151,401442
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11724;18448;73648;18448;18448;1;6724;478936,892605
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11656;18380;73601;18380;18380;1;6724;488254,84912
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11594;18036;63070;18318;18036;0;6724;473411,960464
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10374;17100;52689;17100;17100;1;6726;814010,375896
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10812;17416;49897;17544;17416;0;6732;829442,263775
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8303;15032;62895;15032;15032;1;6729;463587,640957
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8582;15265;60723;15310;15265;1;6728;503662,616287
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8471;15200;60633;15200;15200;1;6729;470634,009556
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8283;15011;60329;15011;15011;1;6728;464731,227885
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8457;15177;60435;15186;15177;0;6729;465619,248505
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8492;15221;60760;15221;15221;0;6729;480786,758604
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8475;15203;60733;15203;15203;1;6728;488479,144553
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8384;15114;59448;15114;15114;1;6730;464079,622485
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7345;14076;43102;14076;14076;0;6731;809487,046852
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6508;13171;38255;13245;13171;1;6737;865639,067516
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5063;11797;43070;11797;11797;1;6734;462987,080359
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5342;12075;47904;12075;12075;0;6733;487558,320798
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5277;11972;47690;12010;11972;0;6733;478008,303946
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5029;11762;47774;11762;11762;1;6733;463826,338367
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5449;11883;47807;12181;11883;0;6732;496035,591858
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5229;11961;47925;11962;11961;0;6733;478715,958287
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5285;12018;47869;12018;12018;0;6733;487661,770955
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5117;11851;46803;11851;11851;1;6734;464353,701979
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4282;10915;33794;11017;10915;0;6735;815817,620463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2171;8914;25788;8914;8914;0;6743;845945,118956
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1885;8551;29488;8626;8551;0;6741;467269,163754
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2249;8788;33775;8989;8788;0;6740;510730,513228
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2057;8738;33481;8797;8738;0;6740;489666,809845
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1831;8572;32383;8572;8572;0;6741;453174,398339
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2345;8897;33798;9085;8897;0;6740;520663,589327
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2025;8724;33666;8765;8724;0;6740;485922,205262
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2230;8854;33670;8970;8854;1;6740;501484,783779
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1913;8654;28872;8654;8654;0;6741;464271,308562
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1434;7867;23792;8175;7867;0;6741;881014,416529
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3918;15654;6744;3918;0;6744;1520000,889023
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3859;19535;6740;3859;0;6740;900582,352515
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4277;22470;6741;4277;1;6741;898705,929537
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4090;22278;6741;4090;0;6741;862461,857834
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3757;22054;6740;3757;1;6740;881014,205995
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4280;22566;6741;4280;1;6741;914104,75236
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4061;22247;6741;4061;0;6741;846294,4581
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4233;22452;6741;4233;1;6741;897885,621217
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3900;19194;6741;3900;0;6741;810664,591289
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4121;14916;6743;4121;0;6743;1564286,818533
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;10298969;0
Simulation Total Time;22604709
Total Number of Sensed Events by the WSN;260940
Number of Sensed Events by the WSN per Day
1;40625
2;40682
3;40619
4;40468
5;40539
6;19891
7;11673
8;11901
9;11809
10;2733
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37886;41976;115896;44584;41976;1;6698;1427342,101172
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;70076;76680;184289;76737;76680;0;6661;867509,780574
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104769;111388;256542;111389;111388;0;6620;855965,715193
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;142472;147071;142473;149055;147071;1;6583;859466,953854
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179367;186019;179367;0;0;0;6652;790110,156566
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162458;169105;162459;0;0;1;6647;858403,415422
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123196;129796;123196;129797;129796;0;6601;804820,182715
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;86194;92728;222629;92829;92728;0;6635;806922,963511
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55552;61701;154160;62225;61701;0;6673;826206,55033
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26478;30252;91829;33183;30252;0;6705;1483113,982266
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32453;39158;107409;39159;39158;0;6706;816849,622556
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24219;30924;174620;30924;30924;1;6705;466155,964074
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24106;30807;201282;30807;30807;1;6701;463858,036076
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24383;31084;214093;31084;31084;0;6701;461331,505783
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25595;32296;91004;32296;32296;1;6701;450175,612775
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;25962;32662;90428;32662;32662;1;6700;461259,682921
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23765;30468;194972;30468;30468;0;6703;452275,223206
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24426;31131;161060;31131;31131;0;6705;461140,830074
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24372;31079;150823;31079;31079;1;6707;463952,573242
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22893;29604;87884;29604;29604;0;6711;825783,031256
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28175;34762;97777;34886;34762;0;6711;825022,23841
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21205;27917;118369;27917;27917;1;6712;466973,999586
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21173;27885;111516;27885;27885;1;6712;462863,264862
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21410;28050;111126;28122;28050;0;6712;475525,873831
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20545;27258;110930;27258;27258;0;6713;447793,134527
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;20951;27664;112192;27664;27664;1;6713;460463,782809
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21170;27370;110718;27881;27370;0;6711;464827,724164
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21234;27826;111640;27946;27826;0;6712;472736,734173
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21150;27863;110215;27863;27863;1;6713;463263,338341
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19846;26560;80914;26561;26560;0;6715;816285,569957
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;24025;30701;85900;30741;30701;1;6716;839085,790725
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17957;24674;104815;24674;24674;1;6717;466115,383516
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17954;24670;98958;24670;24670;1;6716;462298,42873
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18229;24899;99202;24945;24899;0;6716;493861,878493
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17961;23967;97973;24676;23967;0;6715;462551,518204
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17675;24391;98208;24391;24391;1;6716;461634,842756
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18035;24689;98628;24751;24689;1;6716;474262,151875
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;18064;24765;98959;24780;24765;0;6716;475795,596783
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17912;24629;97608;24629;24629;1;6717;463963,726286
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16905;23447;71654;23623;23447;1;6718;873330,320796
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19619;26340;74171;26340;26340;1;6721;832974,228912
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14766;21487;79702;21487;21487;0;6721;467466,903866
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14734;21454;86091;21454;21454;1;6720;471305,757311
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;15014;21734;86463;21734;21734;1;6720;483250,981863
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14815;21491;85785;21535;21491;0;6720;476676,745375
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14396;21117;84467;21117;21117;0;6721;451626,642374
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14938;21583;85937;21658;21583;0;6720;481669,370289
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14982;21633;86257;21702;21633;0;6720;491462,075781
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14621;21342;84950;21342;21342;1;6721;464061,230462
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13742;20464;62310;20464;20464;1;6722;829182,232685
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15217;21943;62167;21943;21943;1;6726;833597,538145
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11529;18253;67603;18254;18253;0;6725;466292,608152
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11543;18268;73269;18268;18268;1;6725;462279,020185
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11805;18529;73627;18529;18529;1;6724;483331,213039
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11576;18300;73357;18300;18300;1;6724;470999,587877
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11442;17939;72413;18166;17939;0;6724;458045,720645
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11757;18410;73595;18481;18410;0;6724;490076,903522
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11753;18477;73568;18477;18477;1;6724;491962,526957
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11429;18154;62079;18155;18154;0;6726;455699,789369
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10619;17345;52858;17345;17345;1;6726;829787,049409
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10841;17573;50267;17573;17573;1;6732;832349,99344
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8363;15079;55728;15092;15079;0;6729;478077,428431
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8303;15032;59851;15032;15032;0;6729;451339,294618
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8597;15325;60788;15325;15325;1;6728;483836,491608
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8399;15127;60619;15127;15127;1;6728;471412,144082
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8351;14929;60320;15079;14929;0;6728;482938,732811
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8593;15300;60913;15321;15300;0;6728;516904,790122
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8502;15230;60789;15230;15230;0;6728;526786,746521
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8259;14914;51449;14989;14914;0;6730;458405,708546
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7509;14239;43426;14239;14239;1;6730;830000,956929
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6495;13232;38335;13232;13232;1;6737;832769,908981
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5114;11847;43791;11847;11847;0;6733;489766,132579
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5129;11778;47410;11862;11778;0;6733;457755,973404
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5367;12100;48026;12100;12100;0;6733;482699,582999
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5182;11915;47638;11915;11915;0;6733;470208,049152
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5055;11788;47703;11788;11788;1;6733;461237,747896
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5390;12123;47969;12123;12123;0;6733;491849,434218
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5269;12001;48024;12002;12001;0;6733;491133,241667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5150;11705;41307;11883;11705;0;6733;478492,595688
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4357;11092;34061;11092;11092;0;6735;828757,960254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2172;8915;25839;8915;8915;0;6743;832071,044217
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1919;8659;29770;8660;8659;0;6741;469046,419648
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2051;8623;33450;8791;8623;0;6740;481457,853236
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2245;8925;33885;8985;8925;0;6740;490223,936393
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;2011;8699;33496;8751;8699;0;6740;478967,756853
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;1845;8586;32837;8586;8586;1;6741;461472,662502
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2234;8859;33771;8974;8859;1;6740;507419,38089
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2107;8795;33759;8847;8795;0;6740;500677,344147
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1936;8677;28946;8677;8677;0;6741;473278,035065
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1203;7940;23657;7945;7940;0;6742;829939,3352
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3948;15656;6744;3948;1;6744;1504057,524846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3883;19244;6741;3883;1;6741;808699,095863
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4023;22273;6741;4023;0;6741;852363,062843
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4243;22467;6741;4243;1;6741;863962,302872
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;4097;22232;6741;4097;1;6741;845528,918749
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3808;22068;6740;3808;1;6740;914235,801303
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4215;22455;6741;4215;0;6741;907220,208974
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4157;22329;6741;4157;0;6741;901832,413289
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3958;19095;6741;3958;1;6741;805607,450878
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;3888;14686;6743;3888;0;6743;1586858,191778
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;10615147;0
Simulation Total Time;22937695
Total Number of Sensed Events by the WSN;260229
Number of Sensed Events by the WSN per Day
1;40598
2;40673
3;40549
4;40745
5;40578
6;19228
7;11867
8;11960
9;11710
10;2321
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37288;41206;114511;43986;41206;1;6698;1560429,814149
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69249;75883;182702;75911;75883;1;6662;840098,602713
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104079;109735;254026;110699;109735;0;6620;834805,375275
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140749;147334;140749;147335;147334;0;6586;790757,030719
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179575;186226;179577;0;0;1;6651;802055,456159
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161792;168439;161793;0;0;1;6647;804965,627907
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122343;128944;122343;128945;128944;0;6602;797534,409009
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85339;91815;220923;91975;91815;0;6636;800026,016592
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55390;61360;153108;62063;61360;0;6673;839427,785901
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26441;30286;91619;33146;30286;1;6705;1550083,183323
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;31894;38600;108987;38600;38600;1;6706;822040,924047
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24093;30797;173148;30797;30797;1;6704;459444,795055
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24106;30808;200343;30808;30808;1;6702;468724,356491
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24314;31014;238364;31014;31014;1;6700;460055,662106
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25541;32241;89825;32242;32241;0;6701;447512,237563
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26148;32848;90569;32848;32848;1;6700;457111,919319
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23826;30528;219921;30528;30528;1;6702;465164,297801
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;23913;30618;159461;30618;30618;0;6705;453643,290527
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24139;30846;113402;30847;30846;0;6708;454987,105576
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22845;29556;90406;29556;29556;1;6711;813301,115117
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27492;34204;96093;34204;34204;0;6712;800857,744964
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21116;27829;117418;27829;27829;1;6713;458808,149501
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21121;27833;111176;27833;27833;1;6712;468440,984215
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21267;27979;111229;27979;27979;1;6712;459929,118349
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20974;27141;112370;27685;27141;0;6711;455460,156846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21087;27799;112546;27799;27799;1;6712;456993,190992
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20797;27509;109708;27510;27509;0;6713;452933,646756
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21257;27470;110477;27969;27470;1;6712;467360,787655
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21053;27564;95739;27765;27564;0;6712;473331,066962
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19699;26413;80664;26413;26413;1;6714;812516,878174
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23544;29815;84739;30260;29815;1;6716;859964,118912
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17867;24584;104100;24584;24584;1;6717;458738,94663
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17844;24560;98486;24560;24560;1;6716;467804,784512
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17981;24697;98660;24697;24697;1;6716;458379,056298
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17930;24459;98346;24646;24459;0;6716;481866,165137
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17786;24503;97978;24503;24503;0;6717;455839,781691
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18294;24260;98353;25009;24260;0;6715;476309,449987
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17891;24584;98933;24607;24584;1;6716;490864,50553
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17818;24536;97016;24536;24536;1;6718;460881,981254
