Simulation Total Time;29049071
Total Number of Sensed Events by the WSN;259965
Number of Sensed Events by the WSN per Day
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14675;21396;85140;21396;21396;1;6721;5767387,841618
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13874;20596;62522;20596;20596;0;6722;10564056,083414
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15182;21908;62157;21908;21908;1;6726;10363050,577553
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11501;18226;69905;18226;18226;0;6725;5774653,351111
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11390;18115;72266;18115;18115;0;6725;5704647,291944
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11368;17927;72355;18092;17927;0;6724;5718942,047422
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11562;18286;72888;18286;18286;0;6724;6220852,401853
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11558;18282;72776;18282;18282;1;6724;5687493,575847
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11196;17920;72682;17920;17920;1;6724;5658236,199147
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11782;18422;73088;18506;18422;0;6724;5987174,506321
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11491;18216;72347;18216;18216;1;6725;5767015,500902
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10755;17430;53143;17481;17430;0;6726;10663723,608696
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10908;17639;50114;17639;17639;1;6731;10363361,529804
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8226;14955;62758;14955;14955;1;6729;5775001,766792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8375;14886;59993;15103;14886;0;6728;5933499,375234
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8372;14888;60088;15100;14888;0;6728;5895571,499543
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8316;15044;60260;15045;15044;0;6729;5896280,067097
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8355;15084;59890;15084;15084;1;6729;5686729,020829
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8059;14788;59499;14788;14788;0;6729;5651682,291032
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8639;15295;60364;15367;15295;0;6728;6348046,733463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8235;14964;59723;14964;14964;1;6729;5767976,017943
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7657;14331;43718;14387;14331;0;6730;10788919,613104
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6514;13251;38393;13251;13251;1;6737;10362120,004331
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5057;11790;48691;11790;11790;1;6733;5769045,487165
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5122;11823;47533;11855;11823;0;6733;5975293,253384
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5156;11882;47382;11889;11882;0;6733;5921108,037411
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5086;11790;47353;11819;11790;0;6733;5974767,462476
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5042;11775;47603;11775;11775;1;6733;5678643,156593
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5347;11578;47310;12079;11578;0;6732;5995478,096216
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5373;12105;48099;12106;12105;0;6733;6152447,185825
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5019;11753;42891;11753;11753;0;6734;5633496,812742
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4681;11273;34400;11415;11273;0;6734;11129656,408846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2430;8964;26007;9172;8964;1;6742;10851462,73496
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1889;8630;29514;8630;8630;0;6741;5770713,695388
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2170;8751;33314;8910;8751;0;6740;6233868,512177
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1991;8670;33428;8731;8670;0;6740;6047091,291737
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;2009;8644;33216;8749;8644;1;6740;6157989,342431
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;1880;8621;32453;8621;8621;0;6741;5679772,364302
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2110;8711;33705;8850;8711;1;6740;6205188,699508
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2168;8900;33667;8908;8900;1;6740;6167149,788319
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1825;8566;28385;8566;8566;0;6741;5635368,508434
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1605;8260;24191;8346;8260;1;6741;11378074,07148
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4126;15912;6744;4126;1;6744;17830950,810886
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3807;19435;6740;3807;1;6740;10706014,311289
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4098;22391;6741;4098;0;6741;10964381,098643
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4070;22157;6741;4070;0;6741;10273176,33484
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;4045;22230;6741;4045;1;6741;10676695,895286
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3758;22103;6740;3758;0;6740;10904414,639163
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4097;22331;6741;4097;0;6741;10816832,411952
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4171;22389;6741;4171;1;6741;10730304,826323
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3785;19187;6740;3785;0;6740;10578212,170278
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4210;15086;6743;4210;1;6743;19220277,79591
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1019538;0
Simulation Total Time;33397471
Total Number of Sensed Events by the WSN;262487
Number of Sensed Events by the WSN per Day
1;3306
2;3282
3;3283
4;3301
5;3286
6;3248
7;3256
8;3200
9;3215
10;3257
11;3292
12;3232
13;3282
14;3256
15;3213
16;3310
17;3231
18;3263
19;3285
20;3204
21;3313
22;3227
23;3192
24;3292
25;3253
26;3196
27;3230
28;3218
29;3255
30;3280
31;3250
32;3208
33;3241
34;3274
35;3211
36;3296
37;3284
38;3214
39;3285
40;3242
41;3300
42;3224
43;3220
44;3261
45;3266
46;3226
47;3312
48;3263
49;3234
50;3223
51;3306
52;3239
53;3333
54;3285
55;3194
56;3254
57;3280
58;3292
59;3267
60;3275
61;3216
62;3222
63;3238
64;3237
65;3249
66;3008
67;1820
68;1085
69;1003
70;934
71;929
72;899
73;1001
74;945
75;938
76;958
77;944
78;937
79;961
80;950
81;947
82;940
83;903
84;960
85;947
86;962
87;944
88;945
89;947
90;933
91;919
92;971
93;949
94;963
95;905
96;956
97;926
98;1012
99;1007
100;937
101;941
102;943
103;945
104;914
105;975
106;959
107;932
108;929
109;946
110;960
111;878
112;923
113;983
114;914
115;949
116;484
117;48
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37973;41536;115409;44670;41536;1;6697;19108392,811644
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69565;75920;183062;76226;75920;0;6661;10133476,818075
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104156;110533;254676;110776;110533;0;6620;10054593,337428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;141190;147774;141191;147775;147774;0;6585;9998743,421394
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180428;187078;180429;0;0;1;6650;10052540,157049
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;163009;169655;163009;0;0;1;6646;10082803,130212
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123146;129746;123147;129746;129746;0;6600;10617091,798325
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85803;92437;222241;92438;92437;0;6635;9956155,63055
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55752;61379;153987;62424;61379;0;6672;10521624,540947
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26586;30453;92080;33291;30453;0;6705;18743000,220175
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32478;39183;110225;39183;39183;1;6705;10340410,211678
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24045;30750;146405;30750;30750;0;6705;5813278,01224
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24280;30981;200165;30981;30981;1;6701;5956071,643644
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;23957;30657;210863;30658;30657;0;6701;5640400,53867
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25955;32654;91562;32654;32654;1;6699;5727415,760176
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26563;33263;91469;33263;33263;0;6700;5755048,097622
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24007;30709;221851;30709;30709;1;6702;5763117,516043
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24412;31116;182131;31116;31116;1;6704;5790743,370603
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24389;31096;151153;31096;31096;1;6707;5810495,331111
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22946;29656;90940;29656;29656;1;6710;10286576,205233
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28095;34805;97503;34805;34805;1;6710;10148421,427716
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21113;27825;118147;27825;27825;1;6712;5746400,060619
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21269;27981;111357;27981;27981;1;6712;5955205,550953
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21108;27717;110010;27820;27717;0;6712;5672482,368888
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20929;27641;113064;27641;27641;1;6712;5717271,381566
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21404;28115;113514;28116;28115;0;6712;5748817,424463
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21014;27726;111223;27726;27726;1;6712;5762859,316266
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21176;27888;111496;27888;27888;1;6712;5790103,869805
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21244;27957;110248;27957;27957;1;6713;5810318,735961
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19839;26553;81078;26553;26553;1;6714;10232169,09436
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23779;30495;85523;30495;30495;1;6716;10147099,029105
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17895;24611;104467;24611;24611;1;6716;5741306,929165
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;18016;24731;98788;24731;24731;1;6715;5956184,756322
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17944;24508;98044;24660;24508;0;6716;5722547,330847
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17758;24474;98665;24474;24474;1;6716;5717974,709272
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18370;24904;98985;25085;24904;1;6715;6196546,868276
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17794;24510;98769;24510;24510;1;6716;5711686,555947
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17981;24697;98613;24697;24697;1;6716;5790787,880961
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17994;24711;97560;24711;24711;1;6717;5810154,80125
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16747;23465;71602;23465;23465;1;6718;10231999,101607
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19386;26107;73662;26107;26107;1;6721;10147654,172026
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14695;21415;78774;21416;21415;0;6721;5674041,79442
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14816;21536;86017;21536;21536;1;6720;5954875,241614
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14820;21389;85806;21539;21389;0;6719;6408295,419283
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14559;21279;86012;21279;21279;1;6720;5717643,795126
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;15165;21885;86249;21885;21885;1;6720;6009320,646694
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14541;21261;85963;21261;21261;1;6720;5711678,908949
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14784;21504;85700;21504;21504;1;6720;5790690,051289
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14720;21441;84801;21441;21441;1;6721;5810612,6642
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13616;20338;62135;20338;20338;1;6722;10231915,950592
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15025;21751;61800;21751;21751;0;6726;11040415,733826
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11560;18159;67708;18284;18159;0;6724;5826432,128796
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11607;18331;73272;18331;18331;1;6724;5955326,312599
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11607;18331;73155;18331;18331;1;6724;5705429,08631
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11390;18114;73159;18114;18114;1;6724;5717668,747916
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11900;18624;73429;18624;18624;1;6724;6009900,781625
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11340;18064;73072;18064;18064;1;6724;5712271,022573
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11577;18301;72899;18301;18301;0;6724;6109877,359113
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11523;18248;71968;18248;18248;1;6725;5810821,221024
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10503;17229;52667;17229;17229;1;6726;10232439,244277
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10677;17408;49907;17409;17408;0;6732;10106491,166159
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8438;15139;55746;15167;15139;0;6729;5888223,427001
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8393;15121;60520;15121;15121;1;6728;5955860,657015
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8443;15171;60259;15171;15171;1;6728;5700246,83677
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8196;14925;60208;14925;14925;1;6729;5727630,194743
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8638;15366;60565;15366;15366;0;6728;6504534,90342
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8158;14886;60155;14886;14886;0;6728;5856560,699806
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8354;15082;59940;15083;15082;0;6729;5791243,216127
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8268;14997;59233;14997;14997;1;6729;5810658,507761
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7351;14081;43165;14081;14081;1;6730;10232004,91803
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6409;12989;38216;13146;12989;0;6737;10314099,415011
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5222;11903;43712;11955;11903;0;6733;5987542,0994
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5118;11851;47674;11851;11851;1;6733;5954888,025708
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5149;11882;47301;11882;11882;0;6733;5698754,646128
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;4985;11717;47309;11718;11717;0;6733;5717510,849476
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5397;12129;47669;12130;12129;0;6733;6009361,020299
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5009;11741;47146;11742;11741;0;6733;5713245,39569
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5055;11786;47257;11788;11786;0;6733;5799449,547679
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5088;11821;46329;11821;11821;1;6733;5811090,182988
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4204;10938;33676;10939;10938;0;6735;10161108,019314
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2339;8852;26040;9081;8852;0;6742;10947670,109277
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2127;8739;30445;8867;8739;0;6740;6241442,15848
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;1976;8716;33394;8716;8716;0;6740;5965092,705611
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2052;8689;33287;8792;8689;0;6740;5925070,203782
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1920;8537;33265;8660;8537;0;6740;5919350,182177
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2194;8843;33794;8934;8843;0;6740;6141030,739791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2007;8612;33173;8747;8612;0;6740;5906933,592754
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2006;8631;33164;8746;8631;1;6740;6017931,753225
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1864;8605;28515;8605;8605;0;6741;5783667,075766
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1292;7817;23552;8033;7817;1;6741;10680469,720757
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4027;15822;6743;4027;1;6743;20328018,659704
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4166;19473;6741;4166;1;6741;10488576,969826
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4024;22198;6741;4024;1;6741;10324893,573995
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4039;22274;6741;4039;1;6741;10324423,852749
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3985;22142;6741;3985;1;6741;10308989,319492
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4257;22416;6741;4257;1;6741;10554475,943406
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;3982;22229;6741;3982;1;6741;10328703,691626
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4024;22227;6741;4024;0;6741;10598308,701723
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3828;19450;6740;3828;1;6740;10955040,941892
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4008;14773;6743;4008;0;6743;18918451,697536
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1256649;0
Simulation Total Time;32510024
Total Number of Sensed Events by the WSN;260740
Number of Sensed Events by the WSN per Day
1;3242
2;3173
3;3258
4;3263
5;3285
6;3269
7;3223
8;3253
9;3258
10;3270
11;3176
12;3261
13;3295
14;3240
15;3273
16;3214
17;3265
18;3322
19;3245
20;3236
21;3245
22;3282
23;3260
24;3271
25;3280
26;3243
27;3233
28;3250
29;3244
30;3247
31;3325
32;3241
33;3264
34;3272
35;3210
36;3195
37;3279
38;3213
39;3300
40;3244
41;3252
42;3243
43;3279
44;3300
45;3229
46;3235
47;3316
48;3252
49;3243
50;3276
51;3230
52;3224
53;3251
54;3287
55;3254
56;3242
57;3278
58;3233
59;3231
60;3257
61;3268
62;3303
63;3243
64;3239
65;3149
66;2794
67;1550
68;919
69;931
70;953
71;918
72;931
73;965
74;953
75;947
76;1012
77;949
78;925
79;1018
80;945
81;994
82;925
83;917
84;951
85;932
86;977
87;971
88;971
89;974
90;935
91;993
92;971
93;961
94;940
95;915
96;951
97;913
98;947
99;937
100;987
101;948
102;972
103;950
104;997
105;941
106;937
107;930
108;929
109;941
110;959
111;932
112;928
113;874
114;555
115;484
116;258
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37722;41319;115039;44419;41319;0;6697;19456429,26403
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69310;74562;180526;75971;74562;0;6661;10078920,175619
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;101900;108522;250534;108523;108522;0;6623;9745596,230508
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;139373;145960;139374;145960;145960;1;6587;9814418,14896
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;178482;185134;178482;0;0;1;6652;10006305,668071
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162450;169096;162450;0;0;1;6646;9982046,545711
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122774;129375;122774;129375;129375;0;6601;9978437,842722
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;86361;92198;222339;92995;92198;0;6634;10154369,297439
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55783;61807;154588;62455;61807;0;6672;10628547,665379
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26756;30576;92322;33460;30576;1;6704;19884710,810798
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32363;39068;109827;39068;39068;1;6705;10201511,965454
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23979;30683;136394;30684;30683;0;6705;5728308,086336
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23353;30057;173224;30057;30057;0;6704;5580670,208362
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24150;30851;236432;30851;30851;1;6701;5695833,334256
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25823;32522;91494;32522;32522;1;6699;5726942,825198
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26375;33075;91071;33075;33075;1;6700;5739565,868805
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23875;30576;221220;30576;30576;1;6701;5816258,500047
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24453;31157;182487;31157;31157;1;6704;5794314,691371
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24310;31017;151336;31017;31017;1;6707;5795930,107928
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;23157;29867;90302;29867;29867;1;6710;10430316,670871
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28013;34724;97271;34724;34724;1;6711;10200191,079119
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21045;27668;103169;27757;27668;0;6712;5835258,382633
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20795;27053;109605;27506;27053;0;6711;5680008,910384
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21181;27893;110550;27893;27893;1;6712;5696112,866739
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20856;27568;112796;27568;27568;1;6712;5726181,660533
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21261;27973;112899;27973;27973;0;6712;5737223,648318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20901;27613;110920;27613;27613;1;6712;5816620,149973
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21188;27899;111349;27899;27899;1;6711;5794836,375699
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21144;27857;110282;27857;27857;1;6713;5776869,210296
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20044;26758;81355;26758;26758;1;6714;10430739,507096
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23730;30446;85401;30446;30446;1;6716;10134650,767325
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17851;24567;91379;24568;24567;0;6717;5764594,103652
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17798;24246;97989;24513;24246;0;6715;6255821,180407
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17909;24625;98205;24625;24625;1;6716;5696184,164278
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17692;24408;98167;24408;24408;1;6716;5725844,926589
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18060;24723;98379;24776;24723;1;6716;5781365,404727
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17756;24472;98338;24472;24472;1;6716;5816214,901595
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;18006;24722;98423;24722;24722;1;6716;5793728,210428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17891;24608;97633;24608;24608;1;6717;5776786,549856
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16913;23631;71887;23631;23631;0;6718;10429908,092293
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19388;26109;73581;26109;26109;1;6721;10135079,021811
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14642;21349;79359;21363;21349;0;6721;5776792,193092
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14570;21290;85346;21290;21290;1;6720;5740236,482018
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14671;21391;85272;21391;21391;1;6720;5695936,452149
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14478;21198;85413;21198;21198;1;6720;5714351,849122
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14848;21565;85469;21568;21565;0;6720;6116448,930885
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14507;21227;85565;21227;21227;1;6720;5816605,796402
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14724;21444;85601;21444;21444;1;6720;5794140,70832
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14702;21423;84902;21423;21423;1;6721;5777260,782455
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13915;20522;62558;20637;20522;0;6722;10756306,016294
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15046;21772;61761;21772;21772;1;6726;10125026,184054
