Simulation Total Time;29049071
Total Number of Sensed Events by the WSN;259965
Number of Sensed Events by the WSN per Day
17;3256
18;3254
19;3367
20;3284
21;3219
22;3240
23;3277
24;3308
25;3318
26;3194
27;3247
28;3227
29;3226
30;3220
31;3219
32;3249
33;3275
34;3233
35;3234
36;3230
37;3239
38;3289
39;3308
40;3169
41;3266
42;3253
43;3249
44;3233
45;3183
46;3239
47;3272
48;3277
49;3251
50;3243
51;3239
52;3216
53;3211
54;3198
55;3228
56;3232
57;3238
58;3197
59;3250
60;3256
61;3286
62;3284
63;3252
64;3260
65;3194
66;2657
67;1364
68;1024
69;916
70;953
71;906
72;960
73;939
74;895
75;924
76;984
77;955
78;928
79;967
80;928
81;1033
82;979
83;956
84;976
85;940
86;892
87;984
88;946
89;932
90;949
91;919
92;997
93;930
94;979
95;965
96;952
97;973
98;964
99;956
100;955
101;945
102;929
103;947
104;1017
105;906
106;978
107;931
108;946
109;945
110;906
111;924
112;932
113;1032
114;959
115;881
116;467
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37742;41548;115221;44439;41548;1;6697;19472980,219261
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69594;76254;182661;76255;76254;0;6661;10260133,208579
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103756;110169;253459;110376;110169;1;6620;10545973,639856
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140360;146945;140360;146946;146945;0;6586;9975015,240924
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179635;186286;179636;0;0;1;6651;9992676,958886
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162070;168717;162071;0;0;1;6647;9986806,682696
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122703;129304;122703;129304;129304;0;6601;9986595,353218
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85772;92121;221767;92407;92121;0;6635;10055807,740822
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55289;61712;153580;61962;61712;0;6673;10114808,711203
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26707;30174;91744;33411;30174;1;6704;19237008,161398
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32261;38966;107190;38966;38966;1;6705;10896652,326075
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24032;30737;136825;30737;30737;0;6705;5706774,686033
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23555;30258;198559;30258;30258;1;6703;5612329,400618
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;23490;30191;237132;30191;30191;1;6701;5675386,505791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25990;32690;90627;32690;32690;0;6700;5824167,317929
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26066;32766;90539;32767;32766;0;6701;5710665,694466
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23881;30582;220427;30582;30582;1;6701;5710779,960695
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24046;30750;159912;30751;30750;0;6705;5689168,046482
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24292;30999;150200;30999;30999;1;6707;5824138,626375
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;23072;29782;91075;29782;29782;1;6710;10290296,672015
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27962;34672;97091;34673;34672;0;6711;9997426,197127
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21033;27745;102515;27746;27745;0;6713;5690117,952146
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20542;27255;108705;27255;27255;0;6713;5594304,435371
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;20525;27238;109150;27238;27238;1;6713;5674372,33096
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20957;27669;112324;27669;27669;1;6712;5824629,007529
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21155;27669;112543;27867;27669;0;6712;5760878,957454
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20893;27605;110358;27605;27605;0;6712;5710665,001428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21069;27609;110503;27781;27609;0;6712;5746480,990738
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20992;27705;109959;27705;27705;1;6713;5823723,479578
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19951;26665;81086;26665;26665;0;6714;10288844,438016
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23748;30379;85514;30464;30379;1;6716;10130010,314333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17974;24516;91698;24690;24516;0;6716;5771796,900254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;18021;24007;97521;24736;24007;0;6715;5902529,294024
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17318;24035;97347;24035;24035;1;6717;5674199,694207
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17813;24529;97863;24529;24529;1;6716;5824524,606394
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18036;24629;98338;24752;24629;1;6716;5831706,746078
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17772;24428;97945;24488;24428;0;6716;5729871,163188
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17884;24529;98204;24600;24529;1;6716;5958499,428198
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17797;24514;97301;24514;24514;1;6717;5725463,620899
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16964;23600;71638;23682;23600;0;6718;10792179,374541
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19430;26151;73805;26151;26151;1;6721;10080446,017806
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14826;21488;80163;21546;21488;0;6720;5877036,920153
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14854;21541;85544;21574;21541;0;6720;5980992,722758
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14123;20843;83351;20844;20843;0;6721;5608779,083314
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14687;21407;85030;21407;21407;1;6720;5824739,667956
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14748;21454;85917;21468;21454;1;6720;5939587,736302
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14817;21325;85656;21537;21325;1;6720;5910022,783813
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14701;21421;85663;21421;21421;1;6720;5794863,725046
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14593;21314;84556;21314;21314;1;6721;5713293,379993
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13737;20459;62341;20459;20459;1;6722;10507921,359671
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15069;21795;62005;21795;21795;1;6726;10080950,93305
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11707;18356;68528;18431;18356;0;6724;6009678,716237
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11707;18418;73344;18431;18418;1;6724;6127978,588767
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11465;17617;72158;18188;17617;0;6723;5776804,929353
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11465;18189;72797;18189;18189;1;6724;5824595,065039
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11497;18221;72954;18221;18221;1;6724;5848591,840844
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11581;18279;73026;18305;18279;0;6724;6133081,753778
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11487;18211;72660;18212;18211;0;6725;5763755,622185
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11437;18162;71786;18162;18162;1;6725;5655141,067814
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10619;17345;52875;17345;17345;0;6726;10507780,335374
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10691;17422;50003;17423;17422;0;6732;9986323,303324
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8514;15216;56498;15243;15216;0;6729;6054878,495406
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8423;15151;60483;15151;15151;1;6728;6022270,107846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8188;14913;59772;14917;14913;0;6729;5778601,100915
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8253;14981;59870;14981;14981;1;6728;5825322,312626
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8264;14992;60068;14992;14992;1;6728;5751571,865275
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8328;15056;60109;15056;15056;1;6728;6495606,784409
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8256;14966;59941;14984;14966;0;6728;6260023,093718
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8185;14915;51482;14915;14915;0;6730;5653574,661373
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7618;14254;43491;14348;14254;0;6730;10736451,261095
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6430;13021;38313;13167;13021;0;6737;10186462,695191
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5363;12085;44169;12096;12085;0;6733;6085968,044273
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5159;11892;47729;11892;11892;1;6733;6021240,085133
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5017;11666;47011;11750;11666;0;6733;5835037,129447
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5039;11772;47022;11772;11772;1;6733;5824539,456868
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5077;11810;47025;11810;11810;0;6733;5750692,487154
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5095;11827;47281;11828;11827;0;6733;5976336,873379
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5025;11758;47084;11758;11758;1;6733;5783346,944796
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5007;11724;40544;11741;11724;0;6734;5680733,973705
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4625;11231;34303;11359;11231;1;6734;11117415,147849
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2296;8794;26169;9038;8794;0;6742;10886467,553334
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2240;8887;30661;8980;8887;0;6740;6242837,438434
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2026;8764;33513;8766;8764;1;6740;6033428,886291
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1964;8513;33056;8704;8513;0;6740;6133020,225205
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1740;8480;32486;8481;8480;0;6741;5771174,517848
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2118;8641;32915;8858;8641;0;6740;6035074,890542
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2018;8657;33252;8758;8657;0;6740;6139365,952054
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1790;8531;32601;8531;8531;0;6741;5763038,912808
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;2109;8401;28876;8849;8401;1;6740;6153491,557505
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1514;8214;24375;8255;8214;1;6741;11240008,161
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4022;15779;6743;4022;0;6743;20537463,824283
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4221;19584;6741;4221;0;6741;10424777,400275
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4131;22230;6741;4131;1;6741;10190690,457772
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4059;22185;6741;4059;1;6741;10632901,12378
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3677;21963;6740;3677;1;6740;11209780,309883
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3938;22339;6741;3938;0;6741;10447592,046906
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4035;22239;6741;4035;0;6741;10586430,354632
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3760;22012;6740;3760;0;6740;11242796,451932
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3964;19783;6740;3964;0;6740;11321806,797746
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4167;14995;6743;4167;1;6743;19107513,778433
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1120585;0
Simulation Total Time;30596393
Total Number of Sensed Events by the WSN;261408
Number of Sensed Events by the WSN per Day
1;3303
2;3292
3;3285
4;3207
5;3269
6;3233
7;3219
8;3293
9;3328
10;3254
11;3269
12;3232
13;3271
14;3298
15;3213
16;3263
17;3289
18;3237
19;3266
20;3248
21;3274
22;3281
23;3230
24;3198
25;3276
26;3257
27;3284
28;3307
29;3311
30;3241
31;3263
32;3319
33;3243
34;3253
35;3249
36;3229
37;3253
38;3243
39;3258
40;3292
41;3184
42;3245
43;3294
44;3282
45;3246
46;3255
47;3243
48;3272
49;3308
50;3227
51;3252
52;3227
53;3204
54;3222
55;3243
56;3212
57;3275
58;3227
59;3291
60;3223
61;3250
62;3275
63;3269
64;3218
65;3238
66;2576
67;1667
68;992
69;939
70;918
71;982
72;953
73;948
74;923
75;954
76;980
77;947
78;928
79;941
80;962
81;993
82;1011
83;961
84;939
85;1011
86;957
87;964
88;960
89;955
90;861
91;919
92;947
93;978
94;972
95;948
96;928
97;933
98;954
99;972
100;956
101;905
102;981
103;973
104;956
105;959
106;920
107;966
108;955
109;955
110;985
111;976
112;907
113;919
114;955
115;454
116;180
117;21
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37669;41523;115269;44366;41523;1;6697;19802626,288862
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69634;76107;183348;76295;76107;0;6661;10189108,490492
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104306;110925;255159;110926;110925;0;6620;10038366,522146
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;141565;148149;141566;148149;148149;0;6584;10849816,323377
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180758;187408;180758;0;0;1;6650;10039416,881991
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161476;168123;161477;0;0;1;6647;9970006,916454
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;121867;128468;121867;128469;128468;0;6602;9852918,138306
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85480;91491;220670;92115;91491;0;6635;9982735,221073
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55250;61445;153267;61923;61445;0;6673;10166269,644304
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26478;30316;91528;33183;30316;1;6705;18374249,502547
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32269;38974;109844;38974;38974;1;6705;10191489,313478
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;24195;30899;174126;30899;30899;1;6704;5746269,362471
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24201;30903;200464;30903;30903;1;6702;5790610,27127
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;23940;30640;239295;30640;30640;1;6700;5810046,233553
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25909;32609;90680;32609;32609;0;6700;5675972,124166
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26308;33008;90924;33008;33008;0;6700;5762651,798792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23674;30376;214163;30376;30376;0;6702;5786741,700311
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24051;30756;159115;30756;30756;0;6705;5646964,949348
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24128;30836;113937;30836;30836;0;6708;5742752,342861
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22894;29605;87650;29605;29605;0;6711;10111116,591868
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27868;34579;97122;34579;34579;1;6711;10190265,406589
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21242;27954;118246;27954;27954;1;6712;5746236,621995
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21288;27999;111254;27999;27999;1;6711;5790835,8533
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;20922;27634;110928;27634;27634;1;6712;5808964,301021
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;21140;27583;112798;27851;27583;1;6711;6077218,09293
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21227;27939;112941;27939;27939;0;6712;5762374,366767
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20635;27347;110530;27347;27347;1;6712;5787586,596663
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;21320;27442;110459;28031;27442;0;6711;5953381,405837
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20845;27553;95304;27558;27553;0;6713;5843696,256704
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20004;26517;80763;26718;26517;0;6714;10256136,17465
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23478;30194;85205;30194;30194;1;6716;10190777,269865
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;18053;24769;104510;24769;24769;1;6716;5746254,64927
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;18047;24763;98760;24763;24763;0;6716;5789676,246204
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17722;24438;98244;24438;24438;1;6716;5758167,148987
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17900;24616;98528;24616;24616;1;6716;5765953,147127
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;18064;24773;98281;24780;24773;0;6716;5766051,361168
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17467;24183;96645;24184;24183;0;6717;5618785,426259
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;18087;24798;98092;24803;24798;0;6716;6215557,736861
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17581;24298;97169;24298;24298;1;6717;5729321,239551
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16952;23600;71555;23670;23600;0;6718;10460091,815715
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19136;25857;73316;25857;25857;1;6721;9947319,989294
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14879;21599;90655;21599;21599;1;6720;5746666,910495
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14976;21555;86003;21695;21555;0;6719;6410002,1446
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14510;21231;84595;21231;21231;0;6721;5657070,329759
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14739;21459;85728;21459;21459;1;6720;5766455,686408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14997;21542;86056;21717;21542;0;6720;6048536,405249
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14612;20982;85357;21331;20982;0;6719;5752578,030697
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14859;21579;85603;21579;21579;1;6720;5959859,327586
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14417;21138;84478;21138;21138;1;6721;5686297,777895
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13915;20539;62309;20637;20539;0;6722;10656945,138
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;14796;21522;61277;21523;21522;0;6727;9883603,038475
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11609;18334;67567;18334;18334;0;6725;5728368,286436
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11686;18410;73391;18410;18410;1;6724;6070784,801773
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11423;17940;72624;18147;17940;0;6724;5786871,881973
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11440;18164;73080;18164;18164;1;6724;5766649,620311
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11828;18486;73363;18552;18486;0;6724;6167583,520387
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11431;18155;73181;18155;18155;1;6724;5730364,134904
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11607;18331;72790;18331;18331;1;6724;5960360,650742
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11238;17964;61702;17964;17964;0;6726;5634773,441522
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10802;17501;52929;17528;17501;1;6726;10738125,853325
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10982;17124;49944;17713;17124;1;6731;10754985,482533
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8408;15106;55495;15137;15106;0;6729;5747650,647403
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8487;15215;60426;15215;15215;1;6728;6070299,837306
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8218;14946;59630;14947;14946;0;6729;5714523,308178
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8194;14922;60168;14922;14922;1;6728;5767174,525983
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8599;15327;60465;15327;15327;1;6728;6145523,242989
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8238;14967;59880;14967;14967;0;6729;5729459,727874
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8364;15092;60248;15092;15092;1;6728;6577480,051371
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8417;14682;52060;15145;14682;0;6728;5965523,771309
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7681;14328;43972;14411;14328;1;6730;11002188,981504
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6547;13284;38544;13284;13284;0;6737;10386128,006511
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5243;11915;43646;11976;11915;0;6733;5861613,767645
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5200;11932;47962;11932;11932;0;6732;6447216,687342
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5239;11699;47301;11971;11699;0;6732;6060243,801625
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;4997;11730;46676;11730;11730;0;6733;5693674,886985
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5291;12024;47612;12024;12024;0;6733;6144727,630245
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5025;11736;47127;11758;11736;0;6733;5770961,116096
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5072;11804;47379;11805;11804;0;6733;5959974,901408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5177;11910;41246;11911;11910;0;6734;5883358,096171
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4688;11299;34605;11422;11299;0;6734;11393716,575283
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2349;8855;26288;9091;8855;1;6742;11027634,109848
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2115;8764;30320;8855;8764;0;6740;6049182,694077
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2060;8799;33658;8800;8799;0;6740;6072420,445174
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;2025;8695;33535;8765;8695;1;6740;6150167,551548
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1930;8541;32924;8670;8541;0;6740;5923947,267436
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2210;8798;33550;8950;8798;0;6740;6363381,420479
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;1991;8624;33103;8731;8624;0;6740;5998610,434705
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1953;8618;33167;8693;8618;0;6740;6065344,081296
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1903;8638;28708;8644;8638;0;6741;5895548,429128
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1542;8282;24279;8283;8282;0;6741;11330703,03612
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4149;15832;6744;4149;0;6744;17949238,110258
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4066;19463;6741;4066;0;6741;10273229,616601
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4167;22282;6741;4167;1;6741;10456473,367366
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;4094;22247;6741;4094;0;6741;10627964,664192
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3895;21959;6741;3895;0;6741;10028887,187166
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4125;22432;6741;4125;1;6741;10962580,345738
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;3997;22188;6741;3997;0;6741;10233216,215038
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3987;22174;6741;3987;1;6741;10610706,252732
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3818;19452;6740;3818;0;6740;10941557,817938
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4213;15023;6743;4213;0;6743;19103149,966062
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1152803;0
Simulation Total Time;32660135
Total Number of Sensed Events by the WSN;261666
Number of Sensed Events by the WSN per Day
1;3220
2;3265
3;3240
4;3216
5;3252
6;3222
7;3228
8;3293
9;3218
10;3318
11;3269
12;3225
13;3294
14;3303
15;3322
16;3300
17;3216
18;3243
19;3273
20;3230
21;3282
22;3247
23;3234
24;3236
25;3197
26;3219
27;3284
28;3263
29;3174
30;3262
31;3236
32;3337
33;3156
34;3293
35;3256
36;3246
37;3278
38;3219
39;3255
40;3232
41;3277
42;3262
43;3300
44;3277
45;3285
46;3224
47;3240
48;3271
49;3231
50;3244
51;3296
52;3217
53;3282
54;3201
55;3187
56;3251
57;3215
58;3217
59;3233
60;3256
61;3204
62;3263
63;3235
64;3244
